Scene,Filename,Mean_PSNR,Mean_SSIM,Gaussian_PSNR,Gaussian_SSIM,Median_PSNR,Median_SSIM
L15-0368E-1245N_1474_3210_13,global_monthly_2018_04_mosaic_L15-0368E-1245N_1474_3210_13.tif,26.741553497012806,0.827269665772081,31.64623938504008,0.9460031138161721,27.825558303497008,0.8600561555520276
L15-0368E-1245N_1474_3210_13,global_monthly_2018_06_mosaic_L15-0368E-1245N_1474_3210_13.tif,27.773026270691183,0.8428350191742179,32.66962121735003,0.9500336252071909,28.876794044993122,0.872122211521421
L15-0368E-1245N_1474_3210_13,global_monthly_2018_07_mosaic_L15-0368E-1245N_1474_3210_13.tif,26.30379222765508,0.8161911886542392,31.150472072370555,0.9418402500173818,27.334138376094646,0.8503312845928828
L15-0368E-1245N_1474_3210_13,global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13.tif,31.486022530355648,0.8806200891650212,36.12609732698218,0.9586828957875565,32.39518199660805,0.8978030137411731
L15-0368E-1245N_1474_3210_13,global_monthly_2018_09_mosaic_L15-0368E-1245N_1474_3210_13.tif,28.596512290526917,0.855728695413451,33.46774751035369,0.9539387091775094,29.634525282458362,0.8817205735573459
L15-0368E-1245N_1474_3210_13,global_monthly_2018_10_mosaic_L15-0368E-1245N_1474_3210_13.tif,29.55359094430117,0.869903746362018,34.44716853908929,0.9582031946006465,30.580655358780298,0.8924488614078223
L15-0368E-1245N_1474_3210_13,global_monthly_2018_11_mosaic_L15-0368E-1245N_1474_3210_13.tif,30.247447306212333,0.8764721827804234,35.1172193260668,0.9598299707892435,31.083102445219243,0.8947129935819887
L15-0368E-1245N_1474_3210_13,global_monthly_2018_12_mosaic_L15-0368E-1245N_1474_3210_13.tif,27.069562098993636,0.8583894941627166,32.14782950968493,0.9564071194959491,28.07712589606098,0.8833506127923025
L15-0368E-1245N_1474_3210_13,global_monthly_2019_01_mosaic_L15-0368E-1245N_1474_3210_13.tif,30.36675198556466,0.8954108806004779,35.326855768544554,0.9658150247256831,31.32865197504479,0.9113999997810812
L15-0368E-1245N_1474_3210_13,global_monthly_2019_02_mosaic_L15-0368E-1245N_1474_3210_13.tif,28.847940271809797,0.8535149755743279,33.73385272030854,0.9534254689964391,29.735268850730556,0.875827055386507
L15-0368E-1245N_1474_3210_13,global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13.tif,27.35626007635538,0.826083666551138,32.24452369900312,0.9456964735972383,28.260689378996613,0.8539000420388242
L15-0368E-1245N_1474_3210_13,global_monthly_2019_04_mosaic_L15-0368E-1245N_1474_3210_13.tif,28.159223267712967,0.8436020768690801,33.02918937257989,0.9504871796969938,29.12463393047393,0.8693323814790733
L15-0368E-1245N_1474_3210_13,global_monthly_2019_05_mosaic_L15-0368E-1245N_1474_3210_13.tif,27.074643853256898,0.8333205021960617,32.012851873178946,0.948269660697952,28.122472417948345,0.8635089107192366
L15-0368E-1245N_1474_3210_13,global_monthly_2019_06_mosaic_L15-0368E-1245N_1474_3210_13.tif,28.01833450412032,0.8381006597805494,32.87042437187785,0.9485748992978391,28.9945719071723,0.8653748392401195
L15-0368E-1245N_1474_3210_13,global_monthly_2019_07_mosaic_L15-0368E-1245N_1474_3210_13.tif,29.922502661352823,0.8643915171888749,34.70706969407672,0.955468719344988,30.87727159065796,0.8856189271782272
L15-0368E-1245N_1474_3210_13,global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13.tif,28.841913705674962,0.8538089900606977,33.69897418461531,0.9532933773567454,29.80046985208693,0.8774773313298224
L15-0368E-1245N_1474_3210_13,global_monthly_2019_09_mosaic_L15-0368E-1245N_1474_3210_13.tif,29.77350705439392,0.8810022813724678,34.67694949466119,0.9613328993385573,30.848507132637405,0.9011537881432148
L15-0368E-1245N_1474_3210_13,global_monthly_2019_10_mosaic_L15-0368E-1245N_1474_3210_13.tif,25.875452983392545,0.8119287417480913,30.818294423174667,0.9427628483862948,26.768147966197205,0.8442020152616156
L15-0368E-1245N_1474_3210_13,global_monthly_2019_11_mosaic_L15-0368E-1245N_1474_3210_13.tif,28.026036745968938,0.8533113006938083,33.02810481749687,0.9544339394773784,28.917299073807854,0.8773093206886462
L15-0368E-1245N_1474_3210_13,global_monthly_2019_12_mosaic_L15-0368E-1245N_1474_3210_13.tif,27.852607956187917,0.8571322322447942,32.865299316111695,0.9554654034050839,28.71861053472635,0.8798378512460135
L15-0368E-1245N_1474_3210_13,global_monthly_2020_01_mosaic_L15-0368E-1245N_1474_3210_13.tif,27.034736310711747,0.8224238182731035,31.890366686523485,0.9410690755362282,27.77181370524565,0.8466641564229682
L15-0387E-1276N_1549_3087_13,global_monthly_2018_01_mosaic_L15-0387E-1276N_1549_3087_13.tif,33.1196620130313,0.9180659799904591,37.48068625419096,0.9644064337773666,34.63996854287208,0.9311726606805878
L15-0387E-1276N_1549_3087_13,global_monthly_2018_02_mosaic_L15-0387E-1276N_1549_3087_13.tif,31.399339338229794,0.8990549707233977,36.00877662024032,0.9615092499351882,32.87683658047774,0.917669825166785
